benchmark,kind,profile,scenario,frontend,backend,linker,borrowck,typeck,metadata
futures-task-0.3.30,lib,Check,Full,248345786,70567099,13969,29162403,76395961,14940012
futures-task-0.3.30,lib,Opt,Full,303149850,140673518,536316,29346993,76150675,49371490
futures-task-0.3.30,lib,Debug,IncrPatched0,137425663,44959929,560830,292777,26644251,37504939
futures-task-0.3.30,lib,Debug,IncrFull,426422481,161949026,580316,37275301,130659803,49399357
futures-util-0.3.30,lib,Opt,IncrUnchanged,2599810893,392512488,5043277,0,302583063,730126872
futures-util-0.3.30,lib,Debug,IncrFull,10028036667,6164622843,5932853,1040200556,2395502437,1174262286
futures-util-0.3.30,lib,Debug,IncrPatched0,3491676715,368474560,5775639,311564,441549228,818600289
futures-util-0.3.30,lib,Opt,Full,8247862653,7301571936,5375166,853692523,1704972745,1351460507
futures-util-0.3.30,lib,Check,Full,6844054077,3781385276,20393,856415813,1705494355,483741868
futures-util-0.3.30,lib,Debug,Full,7705381034,6078788129,5229827,855084054,1707763526,811002795
futures-util-0.3.30,lib,Check,IncrPatched0,3245728777,306869336,17601,321552,445440516,618191233
futures-util-0.3.30,lib,Check,IncrUnchanged,2429701429,252677452,16972,0,302128623,615442273
futures-util-0.3.30,lib,Debug,IncrUnchanged,2675049443,338601056,6064855,0,302319977,804441207
futures-util-0.3.30,lib,Check,IncrFull,8882889082,3791437876,16273,1040921859,2406240324,739983042
futures-util-0.3.30,lib,Opt,IncrPatched0,3403181780,437908464,4512340,310726,441555468,729141527
futures-util-0.3.30,lib,Opt,IncrFull,10046396640,6445902045,5189456,1044214866,2404042605,1198257175
generic-array-1.0.0,lib,Opt,IncrPatched0,332314848,64183767,616493,292916,73712631,55680039
generic-array-1.0.0,lib,Check,IncrFull,1144521024,726196609,13270,133163643,454553168,53576758
generic-array-1.0.0,lib,Check,Full,825670611,715377005,13480,108576341,292361177,35232811
generic-array-1.0.0,lib,Debug,IncrPatched0,335103640,61711369,689408,303672,73787923,57768939
generic-array-1.0.0,lib,Check,IncrUnchanged,230363519,20072322,12501,0,67447128,43236192
generic-array-1.0.0,lib,Opt,IncrFull,1248880168,1106121378,682843,132342423,452358085,99088808
generic-array-1.0.0,lib,Debug,Full,905892342,1054001150,799130,110022061,294420596,59814467
generic-array-1.0.0,lib,Opt,Full,1039812694,1337953746,888247,109663342,292778606,195892117
generic-array-1.0.0,lib,Debug,IncrFull,1242733850,1067435136,748983,133803466,454646954,83916590
generic-array-1.0.0,lib,Opt,IncrUnchanged,244702583,49321294,664684,0,67187033,54144079
generic-array-1.0.0,lib,Check,IncrPatched0,317492973,61486759,12990,296200,73789322,45049424
generic-array-1.0.0,lib,Debug,IncrUnchanged,245915673,48741050,705822,0,67394605,54949636
getrandom-0.2.12,lib,Debug,IncrPatched0,125034609,44891647,800806,281252,19993120,37251723
getrandom-0.2.12,lib,Debug,Full,269529516,106381126,573471,60479984,48011759,34170304
getrandom-0.2.12,lib,Check,Full,229529799,54397674,12292,59993677,47779606,7732254
getrandom-0.2.12,lib,Opt,IncrUnchanged,84710056,60460568,453832,0,17390256,12337273
getrandom-0.2.12,lib,Opt,IncrPatched0,100032576,60496746,441889,287189,19932008,12671116
getrandom-0.2.12,lib,Debug,IncrUnchanged,108807847,44634141,792774,0,17410860,36052680
getrandom-0.2.12,lib,Check,IncrFull,354722042,61366976,12851,91768964,89777777,11774417
getrandom-0.2.12,lib,Opt,Full,266746389,107258407,426523,60188118,47729528,32623239
getrandom-0.2.12,lib,Check,IncrPatched0,97525816,35372700,13479,297176,19999475,11829732
getrandom-0.2.12,lib,Debug,IncrFull,410551679,137422867,838730,91427235,89872622,50560076
getrandom-0.2.12,lib,Check,IncrUnchanged,82539305,7819556,12222,0,17406389,11365144
getrandom-0.2.12,lib,Opt,IncrFull,372362257,146137095,452505,91544912,89170642,14806459
hashbrown-0.14.3,lib,Debug,IncrPatched0,790952153,86729313,1651129,314987,111068335,224680867
hashbrown-0.14.3,lib,Debug,IncrFull,2839767758,1716980364,2043361,403941112,595719811,335042620
hashbrown-0.14.3,lib,Opt,Full,2794915416,2956833564,2212517,324867991,406036851,894794928
hashbrown-0.14.3,lib,Opt,IncrPatched0,773106344,98865364,1644634,313450,109903228,210784575
hashbrown-0.14.3,lib,Opt,IncrFull,2882949078,1783315070,1925399,397038486,595742821,397391402
hashbrown-0.14.3,lib,Debug,Full,2127269741,1684123197,2046853,326230843,404939937,233021522
hashbrown-0.14.3,lib,Debug,IncrUnchanged,660866672,94690508,1669987,0,80200854,210023732
hashbrown-0.14.3,lib,Opt,IncrUnchanged,651129920,91189963,1502855,0,79801004,204814989
hashbrown-0.14.3,lib,Check,IncrFull,2453262267,1100175311,15295,400109702,592781874,197517317
hashbrown-0.14.3,lib,Check,IncrUnchanged,588861993,60679170,14109,0,80372249,155506085
hashbrown-0.14.3,lib,Check,IncrPatched0,708838372,80949770,14737,316384,110361263,164322771
hashbrown-0.14.3,lib,Check,Full,1844419260,1087986681,14876,325490443,406176573,126326819
heck-0.5.0,lib,Opt,IncrFull,255679276,435853309,677046,28078839,59037181,25140245
heck-0.5.0,lib,Check,IncrUnchanged,60144802,7718773,12432,0,10552812,13121034
heck-0.5.0,lib,Check,IncrPatched0,85486611,29483425,12362,298503,12989382,13875395
heck-0.5.0,lib,Check,Full,159325150,72515386,25143,23251937,34283930,10036263
heck-0.5.0,lib,Check,IncrFull,231656293,79335576,13270,28085753,59152700,15448652
heck-0.5.0,lib,Debug,IncrPatched0,148825066,65408078,1305692,297805,12931274,75022077
heck-0.5.0,lib,Debug,IncrUnchanged,122893654,65320496,1307648,0,10548133,73898602
heck-0.5.0,lib,Opt,IncrPatched0,90382936,109605488,570956,313938,12981351,16514157
heck-0.5.0,lib,Debug,IncrFull,353759756,347808120,1326156,28011092,59042909,123468661
heck-0.5.0,lib,Debug,Full,241469690,272118426,873720,23227209,34100106,81774450
heck-0.5.0,lib,Opt,IncrUnchanged,64916810,109081883,558874,0,10552533,16129608
heck-0.5.0,lib,Opt,Full,209527623,351780718,546163,23136412,34094030,49867445
hyper-1.2.0,lib,Debug,IncrUnchanged,234534871,71603945,1162237,0,46929897,84528234
hyper-1.2.0,lib,Opt,IncrUnchanged,189428960,108328351,637935,0,46623220,40720404
hyper-1.2.0,lib,Opt,Full,568116470,354231856,643382,55233945,142741626,95213185
hyper-1.2.0,lib,Debug,Full,556369443,334898051,783485,55082385,142272641,81220947
hyper-1.2.0,lib,Opt,IncrFull,764740318,410432406,563344,70057160,257484594,62718535
hyper-1.2.0,lib,Opt,IncrPatched0,221288329,110752000,550492,314009,53733321,42122058
hyper-1.2.0,lib,Debug,IncrFull,824476481,409549472,1132414,70809290,259074406,117987610
hyper-1.2.0,lib,Check,IncrUnchanged,179244708,17984534,13898,0,46728682,34302296
hyper-1.2.0,lib,Debug,IncrPatched0,266402551,72218692,1107481,312262,53674935,87089191
hyper-1.2.0,lib,Check,IncrFull,692431338,138631720,15645,70738331,257892057,38484420
hyper-1.2.0,lib,Check,IncrPatched0,210120216,40394803,13270,303951,53493906,36378481
hyper-1.2.0,lib,Check,Full,459993813,131289395,15365,55259162,142653768,25404734
idna-0.5.0,lib,Debug,IncrFull,2960049573,613225380,2524361,797020410,1745530157,246069628
idna-0.5.0,lib,Debug,IncrPatched0,436390513,143585086,2331877,310447,44301815,161036378
idna-0.5.0,lib,Opt,IncrPatched0,291102326,255752968,713852,317431,44199704,16605785
idna-0.5.0,lib,Opt,Full,2494088218,458381303,744233,710778036,1523127567,112017169
idna-0.5.0,lib,Debug,IncrUnchanged,295510887,145270508,2394106,0,41881658,160854580
idna-0.5.0,lib,Check,IncrFull,2708092496,65267335,14806,799547996,1749945319,13392367
idna-0.5.0,lib,Opt,IncrFull,2743255778,673857993,717974,797664593,1750012825,22141723
idna-0.5.0,lib,Check,IncrPatched0,285800725,46303062,14666,315266,44183784,14332647
idna-0.5.0,lib,Debug,Full,2554787631,489479897,1850946,712890286,1524107495,170582841
idna-0.5.0,lib,Check,Full,2380735107,50829437,15086,715693195,1529046112,9268840
idna-0.5.0,lib,Check,IncrUnchanged,143548704,22386589,15365,0,41481047,13563968
idna-0.5.0,lib,Opt,IncrUnchanged,149969807,257888659,733548,0,41685820,16390045
indexmap-2.2.5,lib,Opt,Full,2882405322,2079978501,2052300,340322211,469435175,810843434
indexmap-2.2.5,lib,Check,IncrUnchanged,634209072,71075018,123131,0,107110989,154009516
indexmap-2.2.5,lib,Debug,IncrPatched0,850212537,104310749,1628291,316732,137714242,225150595
indexmap-2.2.5,lib,Check,IncrPatched0,776057600,92327515,14807,327558,137720952,164817317
indexmap-2.2.5,lib,Debug,IncrUnchanged,698255678,100414558,1362123,0,105941694,208379427
indexmap-2.2.5,lib,Opt,IncrPatched0,853148996,106332873,1602100,322529,139648643,223085295
indexmap-2.2.5,lib,Check,IncrFull,2727444522,871950684,17670,415498347,731511286,196838925
indexmap-2.2.5,lib,Debug,Full,2316273499,1258091396,1622214,341242544,470563486,248380248
indexmap-2.2.5,lib,Opt,IncrFull,3157205446,1295972227,1576747,411644127,727689696,433579248
indexmap-2.2.5,lib,Debug,IncrFull,3076014129,1273846347,1690938,412936425,724360512,346350830
indexmap-2.2.5,lib,Check,Full,2029788076,854409521,18089,340956420,469814239,129340574
indexmap-2.2.5,lib,Opt,IncrUnchanged,705077442,98619410,1335723,0,107106859,211404962
itoa-1.0.10,lib,Check,IncrUnchanged,57153834,6205575,12362,0,10368279,8015173
itoa-1.0.10,lib,Check,IncrPatched0,84685920,30685787,12990,301017,11643239,8735241
itoa-1.0.10,lib,Opt,IncrUnchanged,63001330,7262069,363805,0,10356476,13758116
itoa-1.0.10,lib,Opt,Full,260620433,30573552,446567,32838245,39040321,24825650
itoa-1.0.10,lib,Check,Full,239462031,27599413,11873,34981542,38868231,6166952
itoa-1.0.10,lib,Debug,Full,250986121,30089618,416047,35048661,38923545,12331529
itoa-1.0.10,lib,Debug,IncrPatched0,91277718,36550604,403196,315754,11691918,14341503
itoa-1.0.10,lib,Debug,IncrUnchanged,62500286,6886182,360802,0,10352006,13363580
itoa-1.0.10,lib,Opt,IncrPatched0,90332970,28764581,355564,311703,11557683,14078270
itoa-1.0.10,lib,Opt,IncrFull,350813999,36984181,364853,39060511,61953775,23074858
itoa-1.0.10,lib,Debug,IncrFull,349560062,36466025,377844,41051697,61959013,18413694
itoa-1.0.10,lib,Check,IncrFull,324375775,34062214,12292,41299559,61783850,8991700
lazy_static-1.4.0,lib,Opt,Full,26534327,30069434,389227,2721661,4535939,3594333
lazy_static-1.4.0,lib,Check,IncrUnchanged,14523092,3737089,14387,0,1370574,2936633
lazy_static-1.4.0,lib,Opt,IncrFull,39030752,37553530,299411,3829837,7415302,4265511
lazy_static-1.4.0,lib,Debug,Full,25367901,29034869,293196,2684366,4166266,2675286
lazy_static-1.4.0,lib,Check,IncrPatched0,20793479,29561056,13340,271753,2196870,3397519
lazy_static-1.4.0,lib,Debug,IncrPatched0,21369883,29752492,285793,275735,2185765,3845693
lazy_static-1.4.0,lib,Opt,IncrUnchanged,14935297,4011497,260509,0,1383704,3222845
lazy_static-1.4.0,lib,Check,IncrFull,37339047,35253224,14038,3799945,7451620,3315735
lazy_static-1.4.0,lib,Opt,IncrPatched0,21029125,30258355,297456,291241,2243175,3303512
lazy_static-1.4.0,lib,Debug,IncrFull,39571606,37638877,281043,3866019,7482839,4109066
lazy_static-1.4.0,lib,Check,Full,23881250,26981034,12223,2683668,4172971,1975054
lazy_static-1.4.0,lib,Debug,IncrUnchanged,15375300,3984189,283418,0,1386288,3707337
libc-0.2.153,lib,Opt,IncrFull,6425304804,301573905,3978602,1196895394,3537058817,661836272
libc-0.2.153,lib,Debug,IncrFull,6497897382,221547626,4324248,1199006479,3537902458,726473799
libc-0.2.153,lib,Debug,IncrPatched0,2713292383,315311282,4190641,318408,697856298,678563298
libc-0.2.153,lib,Check,IncrPatched0,2614708671,293519634,16133,307513,700425723,581990273
libc-0.2.153,lib,Debug,IncrUnchanged,2103253011,297938511,3823902,0,623720043,604718772
libc-0.2.153,lib,Check,IncrUnchanged,2045056848,283179713,15854,0,624623253,541765022
libc-0.2.153,lib,Check,IncrFull,6350976965,179585974,15296,1203107858,3553799433,609541431
libc-0.2.153,lib,Opt,IncrUnchanged,2058881692,343053791,3652022,0,630203361,552007487
libc-0.2.153,lib,Opt,IncrPatched0,2624996004,384727208,3610955,310725,697066999,595819666
libc-0.2.153,lib,Check,Full,4525934887,152254615,16342,830796783,2366453771,418549684
libc-0.2.153,lib,Debug,Full,4689327168,187498825,4015478,835121811,2376354115,528290179
libc-0.2.153,lib,Opt,Full,4669670168,195325349,4060387,830797518,2365016020,527056551
log-0.4.21,lib,Check,IncrPatched0,175066644,33167050,12711,309957,29883163,26760192
log-0.4.21,lib,Opt,IncrPatched0,180524561,62954809,502930,307583,29787829,30671816
log-0.4.21,lib,Debug,IncrUnchanged,147928049,42247516,809605,0,24031198,55114171
log-0.4.21,lib,Opt,Full,360868861,92726784,554473,42871135,84821194,63484488
log-0.4.21,lib,Opt,IncrUnchanged,123308434,61917031,520949,0,23929718,30615523
log-0.4.21,lib,Check,IncrFull,420414769,45327116,12921,52731100,141641179,29931703
log-0.4.21,lib,Debug,IncrFull,495359580,119035729,890900,52610853,141503451,80947564
log-0.4.21,lib,Debug,IncrPatched0,205823945,42885031,801922,308561,29841398,55681635
log-0.4.21,lib,Debug,Full,354146041,88894711,694367,42840957,85148822,57901204
log-0.4.21,lib,Check,IncrUnchanged,116587569,15273469,13409,0,23952416,24866784
log-0.4.21,lib,Check,Full,295173465,38425011,12362,42458578,84758826,19727483
log-0.4.21,lib,Opt,IncrFull,468681590,134370380,564740,52645336,142292243,52070541
memchr-2.7.1,lib,Check,Full,1603531847,134674959,16902,240195894,284178147,84653853
memchr-2.7.1,lib,Opt,IncrUnchanged,520220622,171127428,1982945,0,80469497,147103074
memchr-2.7.1,lib,Debug,Full,1910811446,368740434,3211810,239630463,283244012,274742672
memchr-2.7.1,lib,Opt,IncrFull,2459106657,592543506,2527082,274276612,467067259,288547646
memchr-2.7.1,lib,Debug,IncrUnchanged,609013926,108603265,2788779,0,80241324,237371711
memchr-2.7.1,lib,Opt,Full,2015040299,502631275,2592175,237976817,283251343,374192762
memchr-2.7.1,lib,Debug,IncrFull,2558218599,464920469,3334591,276946062,471518832,365956892
memchr-2.7.1,lib,Debug,IncrPatched0,721702720,99418105,2805611,308980,101650036,253363222
memchr-2.7.1,lib,Check,IncrFull,2157928946,147236964,15435,277061135,470883766,122544435
memchr-2.7.1,lib,Opt,IncrPatched0,623344246,178195127,2028971,305068,101610365,155185084
memchr-2.7.1,lib,Check,IncrUnchanged,469162028,48791054,13829,0,80189293,102611896
memchr-2.7.1,lib,Check,IncrPatched0,579251314,73537571,14248,317290,101726862,116555510
miniz_oxide-0.7.2,lib,Opt,Full,1601620492,517701142,1084152,215083335,276636490,262018835
miniz_oxide-0.7.2,lib,Debug,Full,1579008909,477361986,1918201,223070997,276604016,230041402
miniz_oxide-0.7.2,lib,Check,Full,1307497337,96781929,13479,223685196,275819345,48737065
miniz_oxide-0.7.2,lib,Opt,IncrPatched0,427457581,226615315,942164,301577,73794025,70403701
miniz_oxide-0.7.2,lib,Opt,IncrFull,1836922503,780648869,1129270,255289741,418628616,95704131
miniz_oxide-0.7.2,lib,Debug,IncrPatched0,566141451,121182658,2284312,302694,73991958,207801294
miniz_oxide-0.7.2,lib,Debug,IncrFull,2054151739,597186222,2267061,261090852,416858622,307147460
miniz_oxide-0.7.2,lib,Debug,IncrUnchanged,445080388,120423619,2282217,0,62646386,206785656
miniz_oxide-0.7.2,lib,Check,IncrUnchanged,298282526,33087010,12642,0,62570538,64896126
miniz_oxide-0.7.2,lib,Check,IncrFull,1718952866,105591968,13759,261982157,417152378,74955285
miniz_oxide-0.7.2,lib,Check,IncrPatched0,419941505,54820834,13130,297386,73977641,66171715
miniz_oxide-0.7.2,lib,Opt,IncrUnchanged,309168047,226449511,943911,0,62617959,70832878
mio-0.8.11,lib,Check,IncrUnchanged,124980926,12175920,14248,0,42204562,22579746
mio-0.8.11,lib,Opt,IncrFull,482230639,156208191,598194,34999133,211551858,34881591
mio-0.8.11,lib,Opt,IncrPatched0,147776064,70139001,574867,308840,46143702,26168212
mio-0.8.11,lib,Debug,IncrFull,527661538,146027578,965771,37772751,212166675,71468716
mio-0.8.11,lib,Check,Full,283947235,38424031,14177,29237681,107146573,14725002
mio-0.8.11,lib,Opt,IncrUnchanged,126664110,68146836,577870,0,41868902,25215572
mio-0.8.11,lib,Opt,Full,334032872,97185960,585692,27428992,107047956,53730395
mio-0.8.11,lib,Debug,IncrUnchanged,154113080,46988647,912621,0,42251774,50262057
mio-0.8.11,lib,Check,IncrPatched0,145304228,32801007,13619,317920,46122680,23856872
mio-0.8.11,lib,Debug,Full,334214670,98790714,651832,29375972,107711662,48729590
mio-0.8.11,lib,Debug,IncrPatched0,175341878,47221080,903681,308630,46293164,51924289
mio-0.8.11,lib,Check,IncrFull,461919562,45807415,15854,37775342,213339527,23837037
nom-7.1.3,lib,Opt,IncrPatched0,1580240281,265762874,3655164,309538,208436966,479093365
nom-7.1.3,lib,Debug,IncrPatched0,1647019535,193077671,4465817,307653,208661655,544171303
nom-7.1.3,lib,Check,IncrFull,6726973579,7120675439,16902,1497956450,1627089608,425201892
nom-7.1.3,lib,Opt,Full,6910590092,13720623795,5200063,1220373321,1203195987,1234942518
nom-7.1.3,lib,Opt,IncrFull,8028145849,12590530936,4922441,1502835025,1651974908,948197781
nom-7.1.3,lib,Debug,IncrFull,7980273693,12041252830,5255167,1509294707,1633742877,881301293
nom-7.1.3,lib,Debug,Full,6299078617,11948676451,4575608,1231721109,1209259832,620537683
nom-7.1.3,lib,Opt,IncrUnchanged,1354001303,296914287,3756225,0,165181082,464695225
nom-7.1.3,lib,Check,Full,5336458361,7105577936,17740,1230047758,1210566748,278645690
nom-7.1.3,lib,Check,IncrUnchanged,1158996663,145093440,15226,0,165377351,316614275
nom-7.1.3,lib,Debug,IncrUnchanged,1390442441,202697525,4487887,0,162694236,514056549
nom-7.1.3,lib,Check,IncrPatched0,1404061974,159157251,15435,312961,208889836,344545220
num-integer-0.1.46,lib,Check,IncrUnchanged,223985393,20368975,13339,0,49170913,37871648
num-integer-0.1.46,lib,Debug,IncrFull,1324437008,309129029,929453,126091539,268146982,171586817
num-integer-0.1.46,lib,Opt,IncrFull,1248527625,352822539,645966,120137738,267496057,107783303
num-integer-0.1.46,lib,Check,IncrPatched0,304912618,46885834,13898,304160,54252035,42780260
num-integer-0.1.46,lib,Debug,Full,933759374,271815137,903472,110437782,148630976,121394468
num-integer-0.1.46,lib,Check,IncrFull,1126560949,177171288,16203,125716987,267935782,45053398
num-integer-0.1.46,lib,Debug,IncrPatched0,366737446,55842888,960044,309608,54297013,105870829
num-integer-0.1.46,lib,Opt,Full,978880445,276576383,774824,103211264,148777224,178712832
num-integer-0.1.46,lib,Opt,IncrUnchanged,244294025,82859952,690385,0,49333784,56545496
num-integer-0.1.46,lib,Check,Full,780970934,167530482,15784,109689075,149700391,30984211
num-integer-0.1.46,lib,Opt,IncrPatched0,319910417,89836857,691643,310866,54263209,59134945
num-integer-0.1.46,lib,Debug,IncrUnchanged,287953942,51557473,935879,0,49270857,100619155
num-traits-0.2.18,lib,Opt,IncrUnchanged,1526969427,241224545,2215936,0,220833150,495842207
num-traits-0.2.18,lib,Debug,IncrPatched0,1935040647,228200682,2749387,309608,250940292,598979645
num-traits-0.2.18,lib,Opt,IncrFull,6006482430,1234212068,2205530,510921783,1535801122,885052597
num-traits-0.2.18,lib,Check,IncrPatched0,1745343281,190308712,14877,313939,247231213,408834230
num-traits-0.2.18,lib,Opt,IncrPatched0,1862766647,306774445,2173962,305697,247736721,525387469
num-traits-0.2.18,lib,Check,IncrUnchanged,1389663386,162361637,15715,0,220628311,360390508
num-traits-0.2.18,lib,Debug,Full,4461605314,1037668679,2876220,413396787,1059336083,641012814
num-traits-0.2.18,lib,Check,IncrFull,5230291885,758995729,17111,512791912,1544707856,441039274
num-traits-0.2.18,lib,Debug,IncrFull,6003167535,1096108625,2830194,520230050,1542926877,866447484
num-traits-0.2.18,lib,Debug,IncrUnchanged,1562264562,209488212,2556065,0,220822398,534560760
num-traits-0.2.18,lib,Opt,Full,4679279825,1340227192,3055294,411705301,1060266222,848047829
num-traits-0.2.18,lib,Check,Full,3837991147,739966879,15715,414207463,1061472272,300049679
num_cpus-1.16.0,lib,Debug,Full,380672379,447209283,1356535,35059612,63411908,146518118
num_cpus-1.16.0,lib,Check,IncrUnchanged,73697840,6991291,13410,0,27768210,7952801
num_cpus-1.16.0,lib,Debug,IncrFull,609738953,594063967,2298769,43752244,133583441,236572528
num_cpus-1.16.0,lib,Debug,IncrPatched0,219005112,122572483,2080024,295221,28810947,139066571
num_cpus-1.16.0,lib,Opt,Full,326038801,445840036,477997,34900793,63509616,91540920
num_cpus-1.16.0,lib,Opt,IncrFull,380731185,602807655,537152,43764322,133169769,8274981
num_cpus-1.16.0,lib,Check,Full,216585379,59347541,14806,34868036,63653700,4780663
num_cpus-1.16.0,lib,Debug,IncrUnchanged,209532976,122339421,2100558,0,27687683,138533190
num_cpus-1.16.0,lib,Check,IncrPatched0,82618856,37589626,12920,300040,28730629,8695218
num_cpus-1.16.0,lib,Opt,IncrPatched0,88559588,215267326,621171,288306,28921017,9107354
num_cpus-1.16.0,lib,Check,IncrFull,348346231,66508688,16134,43841293,133449065,7018529
num_cpus-1.16.0,lib,Opt,IncrUnchanged,78660858,214043351,534149,0,27660934,8506785
once_cell-1.19.0,lib,Check,Full,369218484,123188276,15645,57565386,100162804,19723917
once_cell-1.19.0,lib,Opt,IncrFull,616725771,256479288,554543,72604264,184264957,63358897
once_cell-1.19.0,lib,Debug,IncrUnchanged,158601565,50691155,738715,0,34499480,52376504
once_cell-1.19.0,lib,Check,IncrFull,546836957,130759114,15505,72949561,185085946,30870368
once_cell-1.19.0,lib,Opt,Full,466216271,254811470,639261,57646554,100075432,87115961
once_cell-1.19.0,lib,Debug,IncrFull,631604212,253879014,759807,72770830,184576660,77562598
once_cell-1.19.0,lib,Debug,IncrPatched0,184700071,50995874,729007,303532,40239069,54939484
once_cell-1.19.0,lib,Check,IncrUnchanged,129599183,13893464,12851,0,34409455,26589352
once_cell-1.19.0,lib,Opt,IncrPatched0,165860628,64142172,550282,300389,40280835,36363834
once_cell-1.19.0,lib,Check,IncrPatched0,154360010,36657309,13899,289144,40236834,28016986
once_cell-1.19.0,lib,Opt,IncrUnchanged,141370298,63007314,604620,0,34507024,35438013
once_cell-1.19.0,lib,Debug,Full,432713921,215339332,643521,57991004,100178937,53498092
parking_lot-0.12.1,lib,Debug,IncrPatched0,320208275,113389838,1719362,290052,51073747,153855334
parking_lot-0.12.1,lib,Check,IncrFull,695056276,84408478,14248,91708742,236501078,35751183
parking_lot-0.12.1,lib,Debug,IncrFull,939690346,477733161,1779565,92949761,234501231,239700944
parking_lot-0.12.1,lib,Debug,IncrUnchanged,285512191,113474276,1792347,0,45630637,149502033
parking_lot-0.12.1,lib,Check,Full,477757747,75752162,13829,83084414,124474550,23753781
parking_lot-0.12.1,lib,Opt,IncrUnchanged,175057100,188229448,699115,0,45316908,39632424
parking_lot-0.12.1,lib,Debug,Full,642147090,374981396,1275029,75229539,124599007,161159445
parking_lot-0.12.1,lib,Check,IncrUnchanged,164773683,17844198,13270,0,45619741,31764202
parking_lot-0.12.1,lib,Check,IncrPatched0,198047302,40793193,13968,322459,50838590,34860143
parking_lot-0.12.1,lib,Opt,IncrFull,759912995,560786989,707286,91958652,234250150,62621648
parking_lot-0.12.1,lib,Opt,Full,611699542,442347738,726493,74921531,124240510,130881824
parking_lot-0.12.1,lib,Opt,IncrPatched0,207689922,190984003,667687,302274,50954667,41892990
parking_lot_core-0.9.9,lib,Debug,IncrUnchanged,217117638,76808028,1315468,0,40707078,85087059
parking_lot_core-0.9.9,lib,Debug,IncrPatched0,242597067,76849793,1310299,291379,43546771,89136549
parking_lot_core-0.9.9,lib,Opt,IncrFull,738903709,359918431,540784,69057351,208529837,53574428
parking_lot_core-0.9.9,lib,Opt,IncrUnchanged,162602583,112444670,523253,0,40633674,30940978
parking_lot_core-0.9.9,lib,Check,IncrPatched0,177599266,45033909,14807,293754,43801134,26764934
parking_lot_core-0.9.9,lib,Check,IncrUnchanged,152693936,14393600,12851,0,40827066,23605577
parking_lot_core-0.9.9,lib,Check,Full,442838445,110893487,15366,55993400,109078581,18157857
parking_lot_core-0.9.9,lib,Opt,IncrPatched0,186179105,113200217,527304,300180,43624784,33093427
parking_lot_core-0.9.9,lib,Debug,Full,536377673,306871867,959695,55585593,107956295,86549614
parking_lot_core-0.9.9,lib,Opt,Full,567615336,328375769,589883,55925154,108694591,115542148
parking_lot_core-0.9.9,lib,Check,IncrFull,676142519,119245084,14457,70030036,207616797,26259700
parking_lot_core-0.9.9,lib,Debug,IncrFull,814587775,395684421,1435455,69571465,209575087,127297688
percent-encoding-2.3.1,lib,Opt,IncrUnchanged,75960080,70330352,389088,0,34363080,8951886
percent-encoding-2.3.1,lib,Opt,IncrFull,350583672,165047669,392580,44711519,184788557,10473247
percent-encoding-2.3.1,lib,Check,IncrFull,338760944,42864487,14317,44806158,185090902,7802432
percent-encoding-2.3.1,lib,Check,IncrPatched0,97346787,33394305,13270,319107,36051990,8062802
percent-encoding-2.3.1,lib,Opt,Full,241825875,125210260,417444,32801212,99852566,31883700
percent-encoding-2.3.1,lib,Check,IncrUnchanged,74096285,7087253,12501,0,34310629,8156948
percent-encoding-2.3.1,lib,Debug,IncrFull,403393403,172015354,939161,45105846,185056749,60874767
percent-encoding-2.3.1,lib,Debug,IncrUnchanged,108242855,49148770,972476,0,34304622,41112788
percent-encoding-2.3.1,lib,Debug,IncrPatched0,130138218,48964458,837542,297245,36071617,39503287
percent-encoding-2.3.1,lib,Check,Full,213406600,33836055,13689,32522893,99483173,5050531
percent-encoding-2.3.1,lib,Debug,Full,248732936,113037905,600848,32885926,99604697,39424506
percent-encoding-2.3.1,lib,Opt,IncrPatched0,98637111,70058808,385945,292427,36048079,8472144
pin-project-lite-0.2.13,lib,Check,IncrUnchanged,16052898,3135542,12502,0,1166565,3869997
pin-project-lite-0.2.13,lib,Opt,IncrPatched0,24161796,23461074,342992,292636,2212235,4478807
pin-project-lite-0.2.13,lib,Debug,IncrFull,36892744,24051376,330071,1652527,6586349,5712839
pin-project-lite-0.2.13,lib,Opt,IncrUnchanged,16504564,3488522,344110,0,1162236,4215434
pin-project-lite-0.2.13,lib,Debug,IncrUnchanged,16626578,3349048,387761,0,1184794,4346108
pin-project-lite-0.2.13,lib,Debug,Full,25191611,18309622,365831,1291932,4027979,3861476
pin-project-lite-0.2.13,lib,Check,IncrPatched0,23476300,22955071,11524,306744,2206927,4150132
pin-project-lite-0.2.13,lib,Check,IncrFull,34695386,23279695,12362,1641630,6588234,4616744
pin-project-lite-0.2.13,lib,Opt,Full,25682737,18490932,338523,1271887,4064226,4298755
pin-project-lite-0.2.13,lib,Debug,IncrPatched0,24427474,23239187,351234,287259,2219219,4773957
pin-project-lite-0.2.13,lib,Opt,IncrFull,37151718,24296660,343900,1638484,6590120,5854268
pin-project-lite-0.2.13,lib,Check,Full,23391931,17407477,11734,1291023,4017992,2944664
pin-utils-0.1.0,lib,Debug,Full,4399606,1901719,234668,0,133817,694855
pin-utils-0.1.0,lib,Check,IncrUnchanged,4691614,1984621,12013,0,76127,886850
pin-utils-0.1.0,lib,Check,IncrFull,6407205,1959547,11524,0,222306,985535
pin-utils-0.1.0,lib,Opt,Full,4353999,2560536,246191,0,135492,633394
