benchmark,kind,profile,scenario,frontend,backend,linker,borrowck,typeck,metadata
syn-2.0.52,lib,Opt,IncrUnchanged,1699775123,1228909289,5199016,0,235222240,441354922
syn-2.0.52,lib,Debug,IncrPatched0,2774537940,590581515,13202666,303182,314570735,1164249603
tempfile-3.10.1,lib,Debug,IncrPatched0,342705045,120265870,2157759,310516,58323267,152136452
tempfile-3.10.1,lib,Check,IncrPatched0,216895283,38346376,13340,307094,58282270,33077657
tempfile-3.10.1,lib,Opt,IncrUnchanged,190253956,214406472,854722,0,52236772,38653329
tempfile-3.10.1,lib,Debug,IncrUnchanged,303413223,120641897,2234236,0,52581231,150302130
tempfile-3.10.1,lib,Opt,IncrPatched0,229334088,216461774,907802,299621,58336117,39693273
tempfile-3.10.1,lib,Check,IncrUnchanged,178213248,17158081,13340,0,52417313,31186694
tempfile-3.10.1,lib,Debug,Full,688770457,505496549,1415342,75038967,149482958,159282376
tempfile-3.10.1,lib,Opt,Full,700905869,637049184,831744,75252407,148321559,170523537
tempfile-3.10.1,lib,Opt,IncrFull,845320691,730995207,841452,92821777,276470600,63502308
tempfile-3.10.1,lib,Check,Full,504253997,134766264,14667,75101764,148149610,21811912
tempfile-3.10.1,lib,Check,IncrFull,763086776,143673176,15155,94038778,277441332,34645463
tempfile-3.10.1,lib,Debug,IncrFull,1018076582,634321867,2371545,93017137,276525078,235608178
termcolor-1.4.1,lib,Debug,Full,771452683,306958245,1362262,75908913,135292589,165351409
termcolor-1.4.1,lib,Opt,IncrFull,939879636,440697693,842850,88946766,243577182,96130742
termcolor-1.4.1,lib,Debug,IncrPatched0,411177144,92663381,1778868,307582,52621808,146263812
termcolor-1.4.1,lib,Check,IncrPatched0,305162057,44087712,15644,310097,52759397,44711398
termcolor-1.4.1,lib,Opt,Full,766303043,265058114,781110,74653855,135097870,160083877
termcolor-1.4.1,lib,Check,Full,594700876,63306960,15574,75513115,134966079,33881395
termcolor-1.4.1,lib,Check,IncrFull,842528276,71309771,15644,90073100,245499856,50287141
termcolor-1.4.1,lib,Debug,IncrUnchanged,297747172,89385640,1835439,0,45122277,144012325
termcolor-1.4.1,lib,Check,IncrUnchanged,193310647,20408652,13130,0,45381040,41569010
termcolor-1.4.1,lib,Opt,IncrPatched0,319679490,160475339,851859,310237,52773225,54785155
termcolor-1.4.1,lib,Debug,IncrFull,1097637858,419352884,1834671,90121217,246184793,249751608
termcolor-1.4.1,lib,Opt,IncrUnchanged,206843871,156274292,795148,0,44953329,53863524
textwrap-0.16.1,lib,Opt,IncrPatched0,182356601,324048154,904101,299481,53584924,31402922
textwrap-0.16.1,lib,Check,IncrUnchanged,149547069,13777811,14178,0,49152632,24704126
textwrap-0.16.1,lib,Debug,IncrFull,1094501954,888831005,3283817,137501268,272388138,329842503
textwrap-0.16.1,lib,Opt,Full,781256910,797598748,929523,114254589,148927851,251973689
textwrap-0.16.1,lib,Opt,IncrUnchanged,160182002,321862947,975689,0,49240073,30380020
textwrap-0.16.1,lib,Opt,IncrFull,819596648,995758359,1014590,139849062,274233843,48859925
textwrap-0.16.1,lib,Debug,IncrUnchanged,340571654,185558215,3034831,0,48974605,209996942
textwrap-0.16.1,lib,Debug,Full,760680851,742766035,2273138,114938560,148638777,232686277
textwrap-0.16.1,lib,Check,Full,508897411,94921502,15155,114898184,150051815,17096269
textwrap-0.16.1,lib,Check,IncrPatched0,171970094,34097206,14038,305627,53630392,26644329
textwrap-0.16.1,lib,Check,IncrFull,746151962,102693137,14248,138977302,273149343,27273881
textwrap-0.16.1,lib,Debug,IncrPatched0,364759299,186518539,2892214,308630,53639122,212652114
thiserror-1.0.58,lib,Check,Full,34450046,23789618,13200,2285708,12380908,3333684
thiserror-1.0.58,lib,Check,IncrFull,51242155,30116997,13968,3095592,18878280,5446046
thiserror-1.0.58,lib,Debug,IncrPatched0,26938571,24970642,282439,299760,3262934,5893731
thiserror-1.0.58,lib,Opt,IncrUnchanged,20230066,4687146,280624,0,2766918,5166749
thiserror-1.0.58,lib,Opt,IncrPatched0,26672265,25588810,267982,307793,3281442,5548713
thiserror-1.0.58,lib,Check,IncrPatched0,25624151,24608023,12502,297734,3245334,5122889
thiserror-1.0.58,lib,Check,IncrUnchanged,19179158,4327392,13270,0,2733394,4619888
thiserror-1.0.58,lib,Debug,IncrUnchanged,20140529,4504370,250453,0,2775998,5225625
thiserror-1.0.58,lib,Opt,IncrFull,55973999,32905706,267843,2931466,18799010,6980398
thiserror-1.0.58,lib,Opt,Full,39064696,26668004,307163,2243033,12323288,5895966
thiserror-1.0.58,lib,Debug,Full,38000518,26150547,282999,2284524,12432101,4638885
thiserror-1.0.58,lib,Debug,IncrFull,55864977,32458928,264211,2985731,18790699,6868302
thiserror-impl-1.0.58,lib,Check,IncrUnchanged,181294587,19869404,14877,0,41983590,2009835
thiserror-impl-1.0.58,lib,Debug,Full,1018964091,2460257286,171315605,251552260,106638423,2963523
thiserror-impl-1.0.58,lib,Opt,IncrFull,1373377786,2700502767,113194112,301912453,213981546,5136577
thiserror-impl-1.0.58,lib,Opt,IncrPatched0,229244260,897739771,112358875,309957,47767110,4055567
thiserror-impl-1.0.58,lib,Check,IncrPatched0,213367431,41682502,14876,313799,47246162,1712658
thiserror-impl-1.0.58,lib,Debug,IncrPatched0,226599636,749931076,195900509,309469,47426841,4036431
thiserror-impl-1.0.58,lib,Debug,IncrUnchanged,191768186,749178742,196019938,0,42006009,2863649
thiserror-impl-1.0.58,lib,Check,Full,937054520,113455671,16343,249573997,106779853,412834
thiserror-impl-1.0.58,lib,Opt,Full,1288491287,2288880548,110883050,248929502,106637933,277008229
thiserror-impl-1.0.58,lib,Debug,IncrFull,1373101786,3150593066,196344703,300441928,212891459,5216197
thiserror-impl-1.0.58,lib,Opt,IncrUnchanged,192252327,906593814,113735803,0,42214625,2855059
thiserror-impl-1.0.58,lib,Check,IncrFull,1273559147,123986821,17809,299635962,212545673,1590016
time-0.3.34,lib,Debug,IncrUnchanged,751081489,119275366,2881319,0,119683381,297363653
time-0.3.34,lib,Opt,IncrUnchanged,599901735,247030768,1786760,0,119311124,146943710
time-0.3.34,lib,Check,Full,1973154571,118193030,20044,315901675,414111174,104275047
time-0.3.34,lib,Debug,Full,2306065333,392803378,2505920,319206575,416233591,346542475
time-0.3.34,lib,Opt,IncrFull,2787260821,717798845,1936291,376719174,695371351,209937636
time-0.3.34,lib,Opt,IncrPatched0,713379679,254697641,1766226,308211,133858241,164424109
time-0.3.34,lib,Check,IncrFull,2663219844,131608292,16832,385448913,698583240,162401147
time-0.3.34,lib,Debug,IncrPatched0,881599551,118462198,2740169,302693,133912368,331509886
time-0.3.34,lib,Check,IncrUnchanged,590767776,56568979,14178,0,119312941,135910471
time-0.3.34,lib,Debug,IncrFull,3064753975,493316121,3056482,387285592,704682650,453173839
time-0.3.34,lib,Check,IncrPatched0,701259083,78168361,22908,298016,133554710,154184061
time-0.3.34,lib,Opt,Full,2384677591,403247642,1968977,296539825,417685597,425860148
tinyvec-1.6.0,lib,Check,Full,2332151933,291520275,14317,384908815,203383410,47219689
tinyvec-1.6.0,lib,Check,IncrUnchanged,277083228,29021877,12781,0,43795141,57064435
tinyvec-1.6.0,lib,Check,IncrPatched0,435737713,48307543,13340,296897,54146798,60812838
tinyvec-1.6.0,lib,Opt,IncrPatched0,499078884,55461567,1845846,302624,54378741,113038359
tinyvec-1.6.0,lib,Debug,Full,2641899550,436343588,1635134,383348960,202045103,191676545
tinyvec-1.6.0,lib,Check,IncrFull,2766424572,299086644,14457,417359224,307721662,70015599
tinyvec-1.6.0,lib,Opt,IncrUnchanged,334710652,36527275,1830551,0,43683884,108288706
tinyvec-1.6.0,lib,Opt,IncrFull,3204282503,454932230,1605870,415477701,306135763,320963922
tinyvec-1.6.0,lib,Debug,IncrFull,3134924903,449856837,1677528,416891198,306609641,248963634
tinyvec-1.6.0,lib,Debug,IncrPatched0,494059434,52978556,1410453,294313,53863520,111341696
tinyvec-1.6.0,lib,Opt,Full,2834609805,563607441,1862957,382619407,204337725,378574239
tinyvec-1.6.0,lib,Debug,IncrUnchanged,331240221,34284937,1434269,0,43673058,104258212
tokio-1.36.0,lib,Opt,IncrUnchanged,281358091,130479575,959345,0,54759029,61851383
tokio-1.36.0,lib,Check,Full,700459508,151621214,14247,95325526,186398815,39013290
tokio-1.36.0,lib,Debug,Full,844045155,400792554,1407520,95363865,187186629,127769229
tokio-1.36.0,lib,Debug,IncrUnchanged,344719313,85778727,2056768,0,54662717,125850886
tokio-1.36.0,lib,Opt,IncrFull,1109355368,484217684,967797,119078197,320830730,85324966
tokio-1.36.0,lib,Check,IncrUnchanged,268254325,26724644,13340,0,54556628,54161743
tokio-1.36.0,lib,Debug,IncrFull,1222635942,499063654,2015771,119936618,321264378,194837926
tokio-1.36.0,lib,Opt,Full,848680056,377008733,944888,94541963,187094368,135432049
tokio-1.36.0,lib,Check,IncrPatched0,315168177,47065408,14318,290052,66251480,55664945
tokio-1.36.0,lib,Debug,IncrPatched0,398042816,86977281,1924558,310027,66721584,132451625
tokio-1.36.0,lib,Opt,IncrPatched0,328502770,133006796,1036800,313170,66305118,63214903
tokio-1.36.0,lib,Check,IncrFull,1017801647,159368684,15155,118967991,320446462,59627763
tokio-util-0.7.10,lib,Debug,IncrUnchanged,220204146,89018613,1474777,0,35881099,94182079
tokio-util-0.7.10,lib,Debug,IncrFull,828493218,482111396,1402142,97806726,204582865,149147979
tokio-util-0.7.10,lib,Check,IncrUnchanged,149054600,15736241,13200,0,36037405,29192500
tokio-util-0.7.10,lib,Opt,IncrFull,734111949,513837053,711408,97378102,206764720,55041608
tokio-util-0.7.10,lib,Opt,Full,574330434,418644365,662309,74299899,115240536,106093020
tokio-util-0.7.10,lib,Check,Full,450762535,135522633,15365,74901582,116251774,22926862
tokio-util-0.7.10,lib,Opt,IncrUnchanged,161265442,144680066,708334,0,35714806,35108440
tokio-util-0.7.10,lib,Check,IncrFull,657442048,143759622,14806,97282564,206574192,34251832
tokio-util-0.7.10,lib,Debug,Full,569576311,389863164,941815,75469253,116145056,98366923
tokio-util-0.7.10,lib,Debug,IncrPatched0,249390431,89128614,1386008,306884,42525768,96826635
tokio-util-0.7.10,lib,Opt,IncrPatched0,187799767,145635849,687382,311005,42364572,35514011
tokio-util-0.7.10,lib,Check,IncrPatched0,175706748,39636557,13828,286910,42338801,30262195
toml-0.8.11,lib,Debug,IncrUnchanged,631737502,172604308,3430204,0,87947799,291742708
toml-0.8.11,lib,Debug,IncrFull,2337479985,1117855570,3693158,241456337,559640346,438318346
toml-0.8.11,lib,Debug,Full,1718692391,896604781,2505361,201137364,345659515,314458369
toml-0.8.11,lib,Opt,IncrPatched0,518956857,661669201,1709026,306535,103387561,116287530
toml-0.8.11,lib,Check,IncrFull,1848474668,231098121,17041,244259948,562280294,102459366
toml-0.8.11,lib,Check,IncrPatched0,484959047,62711063,14457,304440,103619157,94564182
toml-0.8.11,lib,Opt,IncrUnchanged,447688023,659471423,1751769,0,87548862,109498360
toml-0.8.11,lib,Debug,IncrPatched0,702527641,170706780,3327817,305767,103824910,301262619
toml-0.8.11,lib,Check,Full,1352561931,219659310,15295,203521547,346507395,69489479
toml-0.8.11,lib,Opt,IncrFull,2152130392,2045486669,1902208,242508220,561771981,244754893
toml-0.8.11,lib,Check,IncrUnchanged,413426629,39040737,13409,0,88189452,85283619
toml-0.8.11,lib,Opt,Full,2068891116,1811703282,1832087,201360024,346094628,661569401
tracing-0.1.40,lib,Debug,IncrFull,578974192,200581979,1348992,55310148,179910236,90732665
tracing-0.1.40,lib,Check,IncrPatched0,164494499,37098717,14317,293754,39109600,32297521
tracing-0.1.40,lib,Opt,IncrPatched0,172602839,106245342,1085130,288585,39005955,37193562
tracing-0.1.40,lib,Check,IncrUnchanged,138725708,14173603,12851,0,33016821,30199966
tracing-0.1.40,lib,Debug,IncrPatched0,199419324,53572836,1244998,276643,38953015,64571924
tracing-0.1.40,lib,Debug,Full,388982030,164735592,1199112,42476948,97998575,60180139
tracing-0.1.40,lib,Opt,Full,399926571,253835079,1067600,42644144,98281923,69724494
tracing-0.1.40,lib,Opt,IncrFull,546549280,310987370,1167334,55760901,181930755,55568213
tracing-0.1.40,lib,Check,Full,326462124,78927954,14178,43014244,98576516,20909764
tracing-0.1.40,lib,Check,IncrFull,488854249,86941588,15225,55338647,179689606,33689256
tracing-0.1.40,lib,Opt,IncrUnchanged,147969955,104278111,1097981,0,33056281,35940044
tracing-0.1.40,lib,Debug,IncrUnchanged,174427314,53133252,1279570,0,33123608,62398311
tracing-core-0.1.32,lib,Opt,IncrUnchanged,420457858,289719665,1428053,0,84500970,104651204
tracing-core-0.1.32,lib,Check,IncrFull,1589348548,181064788,16133,212972938,488273164,98855602
tracing-core-0.1.32,lib,Debug,IncrUnchanged,563689683,192467560,3018767,0,84521503,247830577
tracing-core-0.1.32,lib,Debug,IncrPatched0,641950647,184926054,2959472,300249,102015380,256085096
tracing-core-0.1.32,lib,Opt,IncrPatched0,494339259,294686387,1405214,306465,101891690,108023162
tracing-core-0.1.32,lib,Opt,IncrFull,1766165203,848663953,1568644,214254676,490944186,161365239
tracing-core-0.1.32,lib,Check,IncrUnchanged,393401610,40390147,13689,0,84242835,85685416
tracing-core-0.1.32,lib,Debug,IncrFull,1957843280,847887876,3156216,214036795,488055605,356898921
tracing-core-0.1.32,lib,Check,IncrPatched0,475128049,62384342,14247,307444,102236709,93377290
tracing-core-0.1.32,lib,Debug,Full,1408279359,687612726,2280889,174273519,290243899,260660426
tracing-core-0.1.32,lib,Opt,Full,1387972463,666022841,1445374,174566922,290279447,236090329
tracing-core-0.1.32,lib,Check,Full,1130055566,170497252,14667,173369855,287688952,66443053
unicode-bidi-0.3.15,lib,Opt,Full,1443246066,882324426,1302338,247885406,338840021,345717331
unicode-bidi-0.3.15,lib,Debug,IncrFull,1781691556,900297557,3265588,290983310,487703738,351829247
unicode-bidi-0.3.15,lib,Check,IncrPatched0,373003852,54803655,12781,296548,64179482,55403386
unicode-bidi-0.3.15,lib,Debug,IncrPatched0,550935327,196920523,2976722,296618,64368893,223040407
unicode-bidi-0.3.15,lib,Check,IncrFull,1403247320,141474745,15575,289026615,488868908,59519296
unicode-bidi-0.3.15,lib,Debug,IncrUnchanged,415185855,191707121,3085187,0,54545869,221110961
unicode-bidi-0.3.15,lib,Debug,Full,1354910026,769568376,2596015,247819053,339600598,254963437
unicode-bidi-0.3.15,lib,Check,Full,1072050214,130151103,16343,248799203,339551708,35791770
unicode-bidi-0.3.15,lib,Opt,IncrUnchanged,259479469,315609906,1120749,0,54879922,65699027
unicode-bidi-0.3.15,lib,Opt,IncrPatched0,392596328,319543879,1148756,298155,63926515,66920838
unicode-bidi-0.3.15,lib,Check,IncrUnchanged,238790966,24034131,13480,0,54504104,52238858
unicode-bidi-0.3.15,lib,Opt,IncrFull,1545593121,940620653,1181233,288318705,488407669,119812716
unicode-ident-1.0.12,lib,Debug,IncrUnchanged,20623412,24698395,381965,0,1567946,5718428
unicode-ident-1.0.12,lib,Debug,Full,117132262,23741354,341735,41882243,60182373,4824664
unicode-ident-1.0.12,lib,Opt,Full,116085195,22237733,327837,41718463,59845875,4552491
unicode-ident-1.0.12,lib,Opt,IncrUnchanged,17439749,26836668,342085,0,1564105,2478961
unicode-ident-1.0.12,lib,Opt,IncrPatched0,25203630,26326195,335659,291030,2304287,2628003
unicode-ident-1.0.12,lib,Check,IncrPatched0,24694274,24860917,11873,291798,2262940,2583444
unicode-ident-1.0.12,lib,Check,IncrUnchanged,17169531,4809788,21092,0,1545667,2343887
unicode-ident-1.0.12,lib,Check,Full,112420113,17900774,11733,41855565,59988980,1587781
unicode-ident-1.0.12,lib,Debug,IncrPatched0,28302366,24559969,387831,295849,2279912,5768644
unicode-ident-1.0.12,lib,Check,IncrFull,129635740,24726192,16622,44138546,64623676,2588333
unicode-ident-1.0.12,lib,Opt,IncrFull,132198371,34875866,333145,44503681,64992649,2818810
unicode-ident-1.0.12,lib,Debug,IncrFull,136503482,33692957,369253,44274601,64765174,7253129
unicode-normalization-0.1.23,lib,Opt,Full,1645283942,245579225,7187338,427353108,764376405,154509996
unicode-normalization-0.1.23,lib,Check,IncrPatched0,290369258,43826637,14248,301297,39224069,115311559
unicode-normalization-0.1.23,lib,Debug,IncrFull,1964468067,273640078,3047123,512987036,926853312,197947404
unicode-normalization-0.1.23,lib,Check,IncrFull,1794890360,109424323,16762,511375879,924429948,111228893
unicode-normalization-0.1.23,lib,Opt,IncrPatched0,309616229,87276057,2639178,317570,39390222,126944669
unicode-normalization-0.1.23,lib,Opt,IncrFull,1943242405,277419421,2427209,515568198,931469496,169786188
unicode-normalization-0.1.23,lib,Debug,IncrUnchanged,303329989,67137347,3031479,0,35055010,156261765
unicode-normalization-0.1.23,lib,Check,IncrUnchanged,249912273,23626745,14737,0,34845833,110786795
unicode-normalization-0.1.23,lib,Debug,Full,1572366293,208698414,2477285,426870580,762454153,84226700
unicode-normalization-0.1.23,lib,Check,Full,1455927772,96258188,16203,427701758,763259220,27210391
unicode-normalization-0.1.23,lib,Opt,IncrUnchanged,268431774,88850009,2656359,0,34809096,122789089
unicode-normalization-0.1.23,lib,Debug,IncrPatched0,343559289,64070948,3352401,310447,39367105,160397720
unicode-width-0.1.11,lib,Opt,IncrFull,126093857,27328005,272243,30081723,41324767,5299657
unicode-width-0.1.11,lib,Check,IncrUnchanged,20886715,4467004,12082,0,1432104,2486434
unicode-width-0.1.11,lib,Debug,IncrUnchanged,22013471,4846245,276084,0,1418624,3471201
unicode-width-0.1.11,lib,Check,IncrPatched0,29252701,24769285,12013,296617,1941460,2888861
unicode-width-0.1.11,lib,Debug,Full,98333044,20404877,294592,28746770,38035852,3697349
unicode-width-0.1.11,lib,Check,IncrFull,121739298,25837164,12012,30307732,41422895,2893053
unicode-width-0.1.11,lib,Opt,IncrPatched0,30020611,25735893,308700,296827,1936989,3424687
unicode-width-0.1.11,lib,Debug,IncrFull,125991259,27020701,301716,30361858,41447060,4982366
unicode-width-0.1.11,lib,Debug,IncrPatched0,30615522,25524832,300668,283907,1942297,3901775
unicode-width-0.1.11,lib,Opt,Full,104912340,22560471,316243,28432411,38036691,10313313
unicode-width-0.1.11,lib,Check,Full,94457249,19476961,11454,28476832,37985706,1991326
unicode-width-0.1.11,lib,Opt,IncrUnchanged,21875743,5025738,259393,0,1410313,3201403
unicode-xid-0.2.4,lib,Debug,Full,87749234,22459410,307583,26079933,56682744,3762302
unicode-xid-0.2.4,lib,Check,IncrFull,100647317,23318254,21441,33747294,65875726,1964717
unicode-xid-0.2.4,lib,Debug,IncrPatched0,20564954,24061369,368625,312891,1524295,4311327
unicode-xid-0.2.4,lib,Debug,IncrUnchanged,14418188,23994531,363736,0,1065993,4142590
unicode-xid-0.2.4,lib,Opt,Full,87069255,22164260,307653,26090130,56611017,3073104
unicode-xid-0.2.4,lib,Check,IncrPatched0,17820875,23871958,12222,299342,1514656,2039028
unicode-xid-0.2.4,lib,Check,IncrUnchanged,11901861,3864411,12292,0,1077448,1842983
unicode-xid-0.2.4,lib,Debug,IncrFull,106444318,33023594,348161,34023240,66019251,5429353
unicode-xid-0.2.4,lib,Opt,IncrFull,103562370,31159868,305557,33865745,65917282,2765242
unicode-xid-0.2.4,lib,Opt,IncrUnchanged,12266225,24610325,296757,0,1057403,2063752
unicode-xid-0.2.4,lib,Check,Full,83844386,16870818,11803,25917481,56504508,1334465
unicode-xid-0.2.4,lib,Opt,IncrPatched0,18412923,24853304,303532,294732,1532676,2186045
url-2.5.0,lib,Debug,IncrUnchanged,489229487,144912698,2899827,0,60116860,251393822
url-2.5.0,lib,Check,IncrFull,1688102473,167013192,16831,258856678,327709415,62223844
url-2.5.0,lib,Opt,Full,1763747087,819058385,1379304,225653036,180710124,421292802
url-2.5.0,lib,Debug,Full,1630225992,687344790,2239614,227268830,180746233,285515327
url-2.5.0,lib,Opt,IncrUnchanged,298973818,323891167,1191778,0,59893296,61805212
url-2.5.0,lib,Opt,IncrFull,1864232159,1105006518,1209518,258365617,329362146,94934895
url-2.5.0,lib,Debug,IncrPatched0,612646800,145411647,2785007,315335,69720232,253064854
url-2.5.0,lib,Check,IncrUnchanged,284439626,28465096,14108,0,60526552,53143308
url-2.5.0,lib,Opt,IncrPatched0,422899230,323740518,1124940,309328,69652205,63564665
url-2.5.0,lib,Debug,IncrFull,2175259055,849727616,2997396,261162376,330839090,392918920
url-2.5.0,lib,Check,Full,1273107504,157987622,16832,229228594,181932006,39953705
url-2.5.0,lib,Check,IncrPatched0,407333127,48851466,14737,312962,69854118,56049350
uuid-1.7.0,lib,Check,IncrUnchanged,246540591,24536642,13269,0,57410006,53909260
uuid-1.7.0,lib,Check,Full,757924278,51013205,14807,84597065,203119945,40060492
uuid-1.7.0,lib,Debug,IncrUnchanged,310456837,72994759,1558238,0,57310830,117131909
uuid-1.7.0,lib,Opt,IncrFull,1142530632,263762922,899910,101670779,343303591,95317348
uuid-1.7.0,lib,Debug,Full,871808408,171852592,1097981,85622061,202969646,126790386
uuid-1.7.0,lib,Debug,IncrPatched0,365340599,73054124,1490631,305697,64745198,122998262
uuid-1.7.0,lib,Opt,Full,861409608,164896568,1011657,83169853,203017697,120932974
uuid-1.7.0,lib,Opt,IncrUnchanged,254768081,112068387,839567,0,57310341,62070052
uuid-1.7.0,lib,Debug,IncrFull,1228362155,251632818,1697013,103580619,342006772,179425385
uuid-1.7.0,lib,Opt,IncrPatched0,306413563,115174736,823364,300459,64563819,65599222
uuid-1.7.0,lib,Check,IncrPatched0,299947900,50542333,13759,282930,64823631,58643829
uuid-1.7.0,lib,Check,IncrFull,1083048358,61785377,15156,104238434,342136120,62939581
version_check-0.9.4,lib,Debug,IncrFull,645757478,522125823,2145886,63317215,152682724,197093515
version_check-0.9.4,lib,Debug,IncrUnchanged,215494354,105550761,1950748,0,31261767,129994653
version_check-0.9.4,lib,Opt,Full,385144207,372909411,627109,50532137,76251266,93630880
version_check-0.9.4,lib,Opt,IncrFull,469799174,526948111,539387,62571937,153191661,20594287
version_check-0.9.4,lib,Check,Full,277006861,46013937,15296,50629495,75392702,9793830
version_check-0.9.4,lib,Opt,IncrUnchanged,101476895,189387532,579127,0,31258135,16654308
version_check-0.9.4,lib,Debug,Full,421198302,400092214,1328459,50395390,75034345,132951400
version_check-0.9.4,lib,Check,IncrPatched0,117756853,29734469,23886,297944,32340752,15815929
version_check-0.9.4,lib,Opt,IncrPatched0,122543941,189931948,563063,300179,32490282,17050660
version_check-0.9.4,lib,Check,IncrUnchanged,96599920,9377154,12781,0,31178516,14676601
version_check-0.9.4,lib,Debug,IncrPatched0,235357469,105008510,1915059,319805,32280058,129680155
version_check-0.9.4,lib,Check,IncrFull,434903476,53655455,13759,63425199,153475427,14863567
du-dust-0.9.0,bin,Opt,IncrPatched0,369355339,21290660383,74565559,327768,73408143,0
du-dust-0.9.0,bin,Debug,IncrUnchanged,238902538,3363366871,762820933,0,66187840,0
du-dust-0.9.0,bin,Check,Full,1043263766,180322273,15993,227245958,178513793,0
du-dust-0.9.0,bin,Check,IncrUnchanged,237857568,53049364,15086,0,68764090,0
du-dust-0.9.0,bin,Check,IncrFull,1587435689,208863214,20533,304046808,370764535,0
du-dust-0.9.0,bin,Debug,Full,1136718078,8262924989,707249587,221667781,183519694,0
du-dust-0.9.0,bin,Opt,Full,1129518866,21239296897,74569331,222786506,175242618,0
du-dust-0.9.0,bin,Opt,IncrUnchanged,237613680,21403974886,70556018,0,66047459,0
du-dust-0.9.0,bin,Check,IncrPatched0,395992885,74552918,15435,437627,77256909,0
du-dust-0.9.0,bin,Opt,IncrFull,1628667838,22166263777,69160861,282012377,349496905,0
du-dust-0.9.0,bin,Debug,IncrFull,1594972374,9143888635,779106825,275250528,346000771,0
du-dust-0.9.0,bin,Debug,IncrPatched0,371977475,3363443626,772410964,285931,75018763,0
hyperfine-1.18.0,bin,Opt,IncrUnchanged,370996547,14226522806,54819291,0,112580734,0
hyperfine-1.18.0,bin,Check,IncrFull,2087816382,291704942,24235,345820862,605451567,0
hyperfine-1.18.0,bin,Debug,IncrPatched0,425967326,1384533595,552708669,293965,122799479,0
hyperfine-1.18.0,bin,Check,IncrUnchanged,341478451,47626437,14457,0,110490093,0
hyperfine-1.18.0,bin,Check,Full,1440749791,273684462,16692,281583273,314681247,0
hyperfine-1.18.0,bin,Debug,Full,1588081089,3770886413,535005061,286358021,307650914,0
hyperfine-1.18.0,bin,Opt,IncrFull,2279952093,14650019277,52702111,347873495,599703806,0
hyperfine-1.18.0,bin,Opt,IncrPatched0,429722362,14191590789,46879969,294243,122910108,0
hyperfine-1.18.0,bin,Debug,IncrFull,2236426411,4546999959,554307903,337852463,584486003,0
hyperfine-1.18.0,bin,Opt,Full,1585141522,14052754278,50771058,284826727,313147174,0
hyperfine-1.18.0,bin,Debug,IncrUnchanged,363749425,1371319271,548534721,0,110240479,0
hyperfine-1.18.0,bin,Check,IncrPatched0,405653176,95712292,27657,336148,122841175,0
diesel-1.4.8,lib,Debug,IncrUnchanged,5007362168,582398960,26834998,0,351256072,1657334000
diesel-1.4.8,lib,Check,Full,20841853536,64706165841,24165,3580376545,4494509351,1180885545
diesel-1.4.8,lib,Opt,IncrPatched0,6896465030,702526181,27220740,3041327,470780542,1607397306
diesel-1.4.8,lib,Check,IncrFull,25333917960,64891258920,20324,4184353698,5340361727,1904281526
diesel-1.4.8,lib,Check,IncrUnchanged,4550683631,499573139,22489,0,361548959,1386957901
diesel-1.4.8,lib,Check,IncrPatched0,6490613985,579143911,26331,4913354,469605032,1382390958
diesel-1.4.8,lib,Opt,IncrUnchanged,5024466704,686966795,23764902,0,366994289,1628921595
diesel-1.4.8,lib,Opt,Full,25336036015,119092332664,30433500,3631243105,4519608866,3546785446
diesel-1.4.8,lib,Debug,IncrFull,29214733519,104305560624,19387631,4233228550,5496860626,2762732593
diesel-1.4.8,lib,Opt,IncrFull,29735211194,108374942730,21143260,4246241460,5519004951,3238475523
diesel-1.4.8,lib,Debug,Full,23423361162,102616825953,25177883,3559280581,4497621629,1874913233
diesel-1.4.8,lib,Debug,IncrPatched0,6889262790,623119106,28413213,3073252,468647888,1667449980
